book_id,title,authors,average_rating,sentiment_score,sentiment_label
80674,"Superfudge (Fudge, #3)",Judy Blume,3.98,0.0,neutral
28815474,The Couple Next Door,Shari Lapena,3.74,0.0,neutral
11563110,"Hallowed (Unearthly, #2)",Cynthia Hand,4.15,0.4939,neutral
17333324,Ancillary Justice (Imperial Radch #1),Ann Leckie,3.97,0.5267,positive
5038,"The Pillars of Creation (Sword of Truth, #7)",Terry Goodkind,3.67,0.5267,positive
4122,Built to Last: Successful Habits of Visionary Companies,"James C. Collins, Jerry I. Porras",3.98,0.802,positive
20758175,The Life We Bury,Allen Eskens,3.93,0.0,neutral
3412815,Fireproof,Eric Wilson,4.47,0.0,neutral
295961,"The Eagle Has Landed (Liam Devlin, #1)",Jack Higgins,4.15,0.0,neutral
30273,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",Laurell K. Hamilton,4.12,-0.4939,neutral
1857440,"John Dies at the End (John Dies at the End, #1)",David Wong,3.92,0.0,neutral
17349,The Demon-Haunted World: Science as a Candle in the Dark,"Carl Sagan, Ann Druyan",4.27,0.0,neutral
6408862,Stolen: A Letter to My Captor,Lucy Christopher,3.93,-0.4939,neutral
95558,Solaris,Stanisław Lem,3.97,0.0,neutral
227603,Prozac Nation,Elizabeth Wurtzel,3.57,0.0,neutral
24784,The Black Cauldron (The Chronicles of Prydain #2),Lloyd Alexander,4.13,0.0,neutral
141565,This Is Your Brain on Music: The Science of a Human Obsession,Daniel J. Levitin,3.86,-0.34,neutral
17888952,The First Phone Call from Heaven,Mitch Albom,3.73,0.5106,positive
61115,Possible Side Effects,Augusten Burroughs,3.97,0.0,neutral
17884042,Still Life with Bread Crumbs,Anna Quindlen,3.63,0.0,neutral
16322,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,3.97,-0.6124,negative
280111,Holy Bible: New International Version,Anonymous,4.61,0.0,neutral
10993282,"Lover Reborn (Black Dagger Brotherhood, #10)",J.R. Ward,4.35,0.5859,positive
110391,"The Duke and I (Bridgertons, #1)",Julia Quinn,4.11,0.0,neutral
68378,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)","Margaret Weis, Tracy Hickman",4.12,0.0,neutral
5517,A Raisin in the Sun,Lorraine Hansberry,3.72,0.0,neutral
40445,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,4.1,0.0,neutral
34993,"The Sum of All Fears (Jack Ryan Universe, #7)",Tom Clancy,3.99,-0.4215,neutral
25837341,The Good Neighbor,A.J. Banner,3.33,0.4404,neutral
17131869,"Saga, Vol. 2 (Saga, #2)","Brian K. Vaughan, Fiona Staples",4.57,0.0,neutral
231562,"The Enemy (Jack Reacher, #8)",Lee Child,4.15,-0.5423,negative
20604826,Flash Boys: A Wall Street Revolt,Michael   Lewis,4.12,0.0,neutral
193755,The Diving Bell and the Butterfly,"Jean-Dominique Bauby, Jeremy Leggatt",4.01,0.0772,neutral
13538641,Killing Kennedy: The End of Camelot,"Bill O'Reilly, Martin Dugard",4.05,-0.6597,negative
25387351,Rogue Lawyer,John Grisham,3.7,0.0,neutral
10538,The Life and Times of the Thunderbolt Kid,Bill Bryson,3.93,0.0,neutral
7159515,Still Missing,Chevy Stevens,3.96,-0.296,neutral
4912,"'Tis (Frank McCourt, #2)",Frank McCourt,3.66,0.0,neutral
39020,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,4.01,0.0,neutral
22489107,"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer,4.02,0.0,neutral
361459,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,4.03,-0.4404,neutral
381421,Jesus Calling: Enjoying Peace in His Presence,Sarah  Young,4.54,0.7845,positive
14940,Who's Afraid of Virginia Woolf?,Edward Albee,4.09,0.0,neutral
1128434,"The Last Wish (The Witcher, #1)",Andrzej Sapkowski,4.2,0.4019,neutral
17841,Foucault's Pendulum,"Umberto Eco, William Weaver",3.89,0.0,neutral
270067,A Pocket for Corduroy,Don Freeman,4.29,0.4019,neutral
21445,"The 5th Horseman (Women's Murder Club, #5)","James Patterson, Maxine Paetro",4.03,-0.6908,negative
153008,"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey,4.04,0.0,neutral
7501962,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,4.23,0.0,neutral
11746513,"Explosive Eighteen (Stephanie Plum, #18)",Janet Evanovich,3.92,0.0,neutral
6686092,"Lies (Gone, #3)",Michael  Grant,4.09,-0.0772,neutral
672493,The Pursuit of God,A.W. Tozer,4.38,0.2732,neutral
9659607,"The Iron Knight (The Iron Fey, #4)",Julie Kagawa,4.23,0.0,neutral
462033,"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,3.91,0.0,neutral
43916,"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,4.32,0.0,neutral
5453,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",Ann Brashares,3.8,0.0,neutral
34527,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,4.26,0.0,neutral
7822895,"The Millennium Trilogy (Millennium Trilogy, #1-3)","Stieg Larsson, Reg Keeland",4.46,0.0,neutral
29981261,The Butterfly Garden (The Collector #1),Dot Hutchison,4.07,0.0,neutral
9370,Skinny Legs and All,Tom Robbins,4.03,0.0,neutral
5604848,"Destined for an Early Grave (Night Huntress, #4)",Jeaniene Frost,4.34,-0.3818,neutral
16134782,"In Flight (Up in the Air, #1)",R.K. Lilley,4.1,0.0,neutral
13128,"Cross (Alex Cross, #12)",James Patterson,3.99,0.0,neutral
19448,"All-American Girl (All-American Girl, #1)",Meg Cabot,3.73,0.0,neutral
27,Neither Here nor There: Travels in Europe,Bill Bryson,3.88,0.0,neutral
23228,Boy Meets Boy,David Levithan,3.85,0.0,neutral
17349023,We Are Water,Wally Lamb,3.79,0.0,neutral
3393124,"Max (Maximum Ride, #5)",James Patterson,4.07,0.0,neutral
7778981,"Halo (Halo, #1)",Alexandra Adornetto,3.67,0.0,neutral
95186,The Inheritance of Loss,Kiran Desai,3.41,-0.3182,neutral
13813,"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,4.17,-0.25,neutral
16640,The Sorrows of Young Werther,"Johann Wolfgang von Goethe, Burton Pike",3.63,-0.3818,neutral
3570231,"At Grave's End (Night Huntress, #3)",Jeaniene Frost,4.31,0.0,neutral
24687,Don't Let's Go to the Dogs Tonight,Alexandra Fuller,3.96,0.0,neutral
41424,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,0.8225,positive
6604712,Eating Animals,Jonathan Safran Foer,4.18,0.0,neutral
355917,"Flyte (Septimus Heap, #2)","Angie Sage, Mark Zug",3.99,0.0,neutral
13637412,ساق البامبو,"سعود السنعوسي, Saud Alsanousi",4.25,0.0,neutral
10429092,"The Girl of Fire and Thorns (Fire and Thorns, #1)",Rae Carson,3.81,-0.34,neutral
7137327,"Enclave (Razorland, #1)",Ann Aguirre,3.92,0.0,neutral
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,"Dava Sobel, Neil Armstrong",3.95,0.6486,positive
232145,"Unnatural Exposure (Kay Scarpetta, #8)",Patricia Cornwell,4.05,0.0,neutral
14706,Faust: First Part,"Johann Wolfgang von Goethe, Peter Salm",3.93,0.0,neutral
296662,Lies My Teacher Told Me,James W. Loewen,3.96,-0.4215,neutral
45108,"Fool's Fate (Tawny Man, #3)",Robin Hobb,4.38,0.0,neutral
3217221,"Locke & Key, Vol. 1: Welcome to Lovecraft","Joe Hill, Gabriel Rodríguez",4.18,0.4588,neutral
6043849,"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness,4.2,0.0,neutral
73062,Scarlett,Alexandra Ripley,3.44,0.0,neutral
30241,"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton,4.1,-0.4404,neutral
46165,This Side of Paradise,F. Scott Fitzgerald,3.68,0.6369,positive
11797365,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,3.99,0.8591,positive
30263,"Every Which Way But Dead (The Hollows, #3)",Kim Harrison,4.29,-0.7876,negative
25852870,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",Curtis Sittenfeld,3.63,-0.2263,neutral
6988014,Seven Days in the Art World,Sarah Thornton,3.54,0.0,neutral
597790,The Children of Húrin,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",3.94,0.0,neutral
78427,The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,4.29,0.2732,neutral
61549,Mr. Popper's Penguins,"Richard Atwater, Florence Atwater, Robert Lawson",3.95,0.0,neutral
234724,"Shadow Puppets (Ender's Shadow, #3)",Orson Scott Card,3.88,0.0,neutral
19103097,"The Magician's Land (The Magicians, #3)",Lev Grossman,4.16,0.0,neutral
10979,Light in August,William Faulkner,3.93,0.0,neutral
24335,The Trumpet of the Swan,"E.B. White, Fred Marcellino",4.06,0.0,neutral
13641208,Tenth of December,George Saunders,3.96,0.0,neutral
6944032,"Night Pleasures (Dark-Hunter, #1)",Sherrilyn Kenyon,4.23,0.4404,neutral
998,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,"Thomas J. Stanley, William D. Danko",4.0,0.5574,positive
5267365,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",Ally Carter,4.2,0.0,neutral
14318,"Chronicles, Vol. 1",Bob Dylan,3.98,0.0,neutral
26,The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,-0.3182,neutral
9500416,Dreams of Joy (Shanghai Girls #2),Lisa See,4.06,0.7579,positive
43326,Tell Me Your Dreams,Sidney Sheldon,3.93,0.4019,neutral
8248,"By the Shores of Silver Lake  (Little House, #5)","Laura Ingalls Wilder, Garth Williams",4.16,0.0,neutral
18630,"The Player of Games (Culture, #2)",Iain M. Banks,4.26,0.0,neutral
24384,The Cricket in Times Square,"George Selden, Garth Williams",4.01,0.0,neutral
21343,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.01,0.0,neutral
23940,Junky,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",3.85,0.0,neutral
313605,Getting to Yes: Negotiating an Agreement Without Giving In,"Roger Fisher, William Ury, Bruce Patton",3.88,0.5946,positive
16136959,"Mile High (Up in the Air, #2)",R.K. Lilley,4.21,0.0,neutral
25111004,November 9,Colleen Hoover,4.41,0.0,neutral
29639736,"Everything We Keep (Everything We Keep, #1)",Kerry Lonsdale,3.84,0.0,neutral
15724654,"The Mighty Storm (The Storm, #1)",Samantha Towle,4.19,0.0,neutral
11250317,The Song of Achilles,Madeline Miller,4.27,0.0,neutral
29405093,The Girl with the Lower Back Tattoo,Amy Schumer,3.76,-0.296,neutral
99944,The Bhagavad Gita,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",4.1,0.0,neutral
431,The New York Trilogy,"Paul Auster, Art Spiegelman",3.92,0.0,neutral
89763,Esperanza Rising,Pam Muñoz Ryan,3.91,0.0,neutral
5114,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",J.D. Salinger,4.11,0.0,neutral
7455,Sex and the City,Candace Bushnell,3.37,0.0,neutral
30244,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",Laurell K. Hamilton,4.12,-0.6597,negative
12321,Beyond Good and Evil,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",4.01,-0.3612,neutral
108077,The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,3.95,0.0,neutral
497199,Factotum,Charles Bukowski,3.96,0.0,neutral
10215349,"The Immortal Rules (Blood of Eden, #1)",Julie Kagawa,4.1,0.25,neutral
5632446,Columbine,Dave Cullen,4.26,0.0,neutral
31340,"Lasher (Lives of the Mayfair Witches, #2)",Anne Rice,3.84,0.0,neutral
22319275,Yellow Crocus,Laila Ibrahim,4.24,0.0,neutral
15814872,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,"Mark Owen, Kevin Maurer",3.95,-0.5859,negative
13056159,The Chaperone,Laura Moriarty,3.84,0.0,neutral
232123,"All That Remains (Kay Scarpetta, #3)",Patricia Cornwell,4.05,0.0,neutral
10596,The Regulators,"Richard Bachman, Stephen King",3.63,0.0,neutral
25101,Season of Mists (The Sandman #4),"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",4.54,-0.5106,negative
13130,Judge & Jury,"James Patterson, Andrew Gross",3.98,-0.4767,neutral
54539,Silas Marner,George Eliot,3.6,0.0,neutral
13644052,"Origin (Lux, #4)",Jennifer L. Armentrout,4.44,0.0,neutral
13839,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,4.05,0.4019,neutral
7930335,"Beautiful Redemption (Caster Chronicles, #4)","Kami Garcia, Margaret Stohl",3.94,0.5994,positive
6746018,The Distant Hours,Kate Morton,3.87,0.0,neutral
23125266,I Let You Go,Clare Mackintosh,4.09,0.0,neutral
325128,"Kidnapped (David Balfour, #1)",Robert Louis Stevenson,3.78,0.0,neutral
85431,"Friday Night Lights: A Town, a Team, and a Dream",H.G. Bissinger,4.11,0.25,neutral
180066,Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,4.03,0.5994,positive
12900174,"The Vincent Boys (The Vincent Boys, #1)",Abbi Glines,3.98,0.0,neutral
261240,The Cask of Amontillado,Edgar Allan Poe,4.09,0.0,neutral
1715,Metamorphoses,"Ovid, David Raeburn, Denis Feeney",4.03,0.0,neutral
11206,In the Time of the Butterflies,Julia Alvarez,4.13,0.0,neutral
77398,Gap Creek,Robert Morgan,3.71,0.0,neutral
9680718,"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,4.16,0.0,neutral
93263,The Legend of Sleepy Hollow (Graphic Novel),"Bo Hampton, Tracey Hampton, Washington Irving",3.96,0.0,neutral
27126,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",Jen Lancaster,3.9,-0.8316,negative
12716613,The Witness,Nora Roberts,4.19,0.0,neutral
21718,"Blindsighted (Grant County, #1)",Karin Slaughter,4.1,0.0,neutral
292408,Angle of Repose,Wallace Stegner,4.27,0.0,neutral
18989,"Tinker, Tailor, Soldier, Spy",John le Carré,4.04,0.0,neutral
99085,"Lord Brocktree (Redwall, #13)",Brian Jacques,3.95,0.0,neutral
13253276,"Through the Ever Night (Under the Never Sky, #2)",Veronica Rossi,4.17,0.0,neutral
712313,Barefoot,Elin Hilderbrand,3.77,0.0,neutral
6520,My Friend Leonard,James Frey,3.83,0.4939,neutral
72159,Cat on a Hot Tin Roof,Tennessee Williams,4.07,0.0,neutral
1829709,"The Final Warning (Maximum Ride, #4)",James Patterson,3.86,-0.34,neutral
45109,"Golden Fool (Tawny Man, #2)",Robin Hobb,4.32,-0.4404,neutral
204276,"Split Second (Sean King & Michelle Maxwell, #1)",David Baldacci,3.98,0.0,neutral
9681098,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",Michael Connelly,4.17,0.0,neutral
91981,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,3.95,-0.5267,negative
9522,"Persepolis, Volume 1",Marjane Satrapi,4.27,0.0,neutral
71776,"At Home in Mitford (Mitford Years, #1)",Jan Karon,4.11,0.0,neutral
6828896,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,4.01,0.8591,positive
542414,"Scorpia (Alex Rider, #5)",Anthony Horowitz,4.16,0.0,neutral
18712886,"The Queen of the Tearling (The Queen of the Tearling, #1)",Erika Johansen,4.02,0.0,neutral
3552023,"One False Note (The 39 Clues, #2)",Gordon Korman,3.88,0.0,neutral
46777,"Tithe (Modern Faerie Tales, #1)",Holly Black,3.73,0.0,neutral
455930,"Echo Burning (Jack Reacher, #5)",Lee Child,3.98,0.0,neutral
1895792,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",L.J. Smith,3.74,-0.5719,negative
24378015,"Never Never (Never Never, #1)","Colleen Hoover, Tarryn Fisher",4.12,0.0,neutral
15818362,Into the Darkest Corner,Elizabeth Haynes,4.1,-0.4939,neutral
76237,The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),"Richard Lancelyn Green, Ronald Knox, Julian Symons, Various",4.4,0.34,neutral
79378,"Roses are Red (Alex Cross, #6)",James Patterson,4.02,0.0,neutral
43893,"Naked Empire (Sword of Truth, #8)",Terry Goodkind,3.82,0.3182,neutral
92147,"Map of Bones (Sigma Force, #2)",James Rollins,4.06,0.0,neutral
22571540,The Stranger,Harlan Coben,3.85,0.0,neutral
1537534,"Unbelievable (Pretty Little Liars, #4)",Sara Shepard,4.06,-0.3197,neutral
45195,A Passage to India,"E.M. Forster, Oliver Stallybrass, Pankaj Mishra",3.66,0.0,neutral
19549841,"Seraphina (Seraphina, #1)",Rachel Hartman,3.98,0.0,neutral
26046,"Morrigan's Cross (Circle Trilogy, #1)",Nora Roberts,4.14,0.0,neutral
49824,"The Mammoth Hunters (Earth's Children, #3)",Jean M. Auel,3.88,0.0,neutral
2903736,"Princeps' Fury (Codex Alera, #5)",Jim Butcher,4.35,-0.5719,negative
73968,"Love Story (Love Story, #1)",Erich Segal,3.6,0.6369,positive
858513,Chrysanthemum,Kevin Henkes,4.31,0.0,neutral
11808950,"Sweet Evil (Sweet, #1)",Wendy Higgins,4.13,-0.34,neutral
21484,"The Winds of War (The Henry Family, #1)",Herman Wouk,4.36,-0.5994,negative
12341557,"The Wind Through the Keyhole (The Dark Tower, #4.5)","Stephen King, Jae Lee",4.14,0.0,neutral
68527,"The Last Kingdom (The Saxon Stories, #1)",Bernard Cornwell,4.23,0.0,neutral
81948,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber,3.98,0.0,neutral
281235,"Bunnicula (Bunnicula, #1)","James Howe, Deborah Howe, Alan Daniel",3.83,0.0,neutral
66678,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",R.A. Salvatore,4.24,0.0,neutral
11947829,"Ascend (Trylle, #3)",Amanda Hocking,4.08,0.0,neutral
10822858,"The Keeper of Lost Causes (Department Q, #1)","Jussi Adler-Olsen, Lisa Hartford",3.98,-0.3182,neutral
23876,Of Love and Other Demons,Gabriel García Márquez,3.98,0.6369,positive
3992598,The Demigod Files (Percy Jackson and the Olympians),Rick Riordan,4.04,0.0,neutral
1297985,Musicophilia: Tales of Music and the Brain,Oliver Sacks,3.88,0.0,neutral
25526965,"End of Watch (Bill Hodges Trilogy, #3)",Stephen King,4.09,0.0,neutral
3684856,Fool,Christopher Moore,3.96,-0.4404,neutral
69136,The Book of Lost Things,John Connolly,3.98,-0.3182,neutral
49195,My Life,Bill Clinton,3.72,0.0,neutral
59952,300,"Frank Miller, Lynn Varley",3.93,0.0,neutral
6697305,"Storm Warning (The 39 Clues, #9)",Linda Sue Park,3.98,-0.34,neutral
6950688,"Only the Good Spy Young (Gallagher Girls, #4)",Ally Carter,4.29,0.4404,neutral
455941,"Persuader (Jack Reacher, #7)",Lee Child,4.09,0.0,neutral
58077,"Grave Sight (Harper Connelly, #1)",Charlaine Harris,3.85,-0.3818,neutral
1991039,"Flaggermusmannen (Harry Hole, #1)","Jo Nesbø, Don Bartlett",3.56,0.0,neutral
407234,"Blood Brothers (Sign of Seven, #1)",Nora Roberts,4.15,0.0,neutral
10912,Picture Perfect,Jodi Picoult,3.52,0.5719,positive
294963,"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)","Nobuhiro Watsuki, Kenichiro Yagi",4.33,0.4019,neutral
9888775,Catching Jordan,Miranda Kenneally,3.85,0.0,neutral
18600,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,4.2,0.4215,neutral
15784909,"This Girl (Slammed, #3)",Colleen Hoover,4.18,0.0,neutral
205330,There Was an Old Lady Who Swallowed a Fly,Simms Taback,4.2,0.0,neutral
2255,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,4.13,0.4939,neutral
12781,The Satanic Verses,Salman Rushdie,3.71,0.0,neutral
6178648,Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick,4.42,0.2057,neutral
866222,Winning,"Jack Welch, Suzy Welch",3.8,0.5267,positive
17158596,"Collide (Collide, #1)",Gail McHugh,4.24,-0.0772,neutral
3860977,How We Decide,Jonah Lehrer,3.81,0.0,neutral
91661,"The Beekeeper's Apprentice (Mary Russell, #1)",Laurie R. King,4.08,0.0,neutral
356321,The Story of Babar,"Jean de Brunhoff, Merle S. Haas",4.07,0.0,neutral
8458018,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",Michael Scott,4.17,0.25,neutral
6316821,"First Lord's Fury (Codex Alera, #6)",Jim Butcher,4.37,-0.5719,negative
6834410,The Imperfectionists,Tom Rachman,3.54,0.0,neutral
16151178,The Sea of Tranquility,Katja Millay,4.34,0.4215,neutral
9517,"Persepolis 2: The Story of a Return (Persepolis, #2)","Marjane Satrapi, Anjali Singh",4.23,0.0,neutral
64217,"Pyramids (Discworld, #7)",Terry Pratchett,3.88,0.0,neutral
149302,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,4.06,0.0,neutral
1314332,Before I Die,Jenny Downham,3.84,-0.5994,negative
6728738,Committed: A Skeptic Makes Peace with Marriage,Elizabeth Gilbert,3.39,0.5719,positive
104378,Keeping the Moon,Sarah Dessen,3.86,0.0,neutral
18080920,"The Transfer (Divergent, #0.1)",Veronica Roth,4.19,0.0,neutral
43887,"Chainfire (Sword of Truth, #9)",Terry Goodkind,3.95,0.3182,neutral
129650,Mastering the Art of French Cooking,"Julia Child, Simone Beck, Louisette Bertholle",4.33,0.0,neutral
9876989,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)","Kazue Kato, John Werry",4.36,0.0,neutral
604803,"Confessor (Sword of Truth, #11)",Terry Goodkind,4.08,0.3182,neutral
88815,The Reluctant Fundamentalist,Mohsin Hamid,3.67,-0.25,neutral
12432220,The False Prince (The Ascendance Trilogy #1),Jennifer A. Nielsen,4.22,0.0,neutral
85386,"Rabbit, Run (Rabbit Angstrom #1)",John Updike,3.57,0.0,neutral
56627,Stumbling on Happiness,Daniel Todd Gilbert,3.82,0.5574,positive
400412,The Waste Land and Other Poems,T.S. Eliot,4.23,-0.4215,neutral
201146,Little Bear,"Else Holmelund Minarik, Maurice Sendak",4.22,0.0,neutral
206172,The Pit and the Pendulum,Edgar Allan Poe,4.15,0.0,neutral
34529,"Lords and Ladies (Discworld, #14; Witches #4)",Terry Pratchett,4.14,0.0,neutral
62530,"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett,4.29,0.0,neutral
28876,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,4.05,0.0,neutral
444304,"The Field Guide (The Spiderwick Chronicles, #1)","Holly Black, Tony DiTerlizzi",3.85,0.0,neutral
7497897,Radical: Taking Back Your Faith from the American Dream,David Platt,4.18,0.5859,positive
1303,The 48 Laws of Power,"Robert Greene, Joost Elffers",4.18,0.0,neutral
41667,"My Side of the Mountain (Mountain, #1)",Jean Craighead George,4.03,0.0,neutral
3392089,"The Winter Sea (Slains, #1)","Susanna Kearsley, Rosalyn Landor",4.07,0.0,neutral
5861926,"The Sword Thief (The 39 Clues, #3)",Peter Lerangis,3.87,-0.5267,negative
85437,Coma,Robin Cook,3.86,0.0,neutral
46945,Requiem for a Dream,"Hubert Selby Jr., Darren Aronofsky, Richard Price",4.1,0.25,neutral
111332,"Into the Wild (Warriors, #1)",Erin Hunter,4.29,0.0,neutral
76401,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.21,0.0,neutral
128066,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45","Władysław Szpilman, Anthea Bell",4.24,-0.0258,neutral
16033902,"Rush (Breathless, #1)",Maya Banks,3.97,0.0,neutral
3052106,The Picture of Dorian Gray: A Graphic Novel,"Ian Edginton, Oscar Wilde, I.N.J. Culbard",4.12,0.3182,neutral
11557,Swan Song,Robert McCammon,4.28,0.0,neutral
22522805,The Buried Giant,Kazuo Ishiguro,3.42,0.0,neutral
68494,"Perdido Street Station (Bas-Lag, #1)",China Miéville,3.96,0.0,neutral
4070493,"Need (Need, #1)",Carrie Jones,3.71,0.0,neutral
2442,"Witches Abroad (Discworld, #12; Witches #3)",Terry Pratchett,4.2,0.0,neutral
721012,The Legend of Sleepy Hollow and Other Stories,"Geoffrey Crayon, Washington Irving, William L. Hedges",3.93,0.0,neutral
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,3.83,0.0,neutral
772852,The Cross and the Switchblade,"David Wilkerson, John Sherrill, Elizabeth Sherrill",4.2,0.0,neutral
346087,"Captain's Fury (Codex Alera, #4)",Jim Butcher,4.38,-0.5719,negative
9912994,"Damned (Damned, #1)",Chuck Palahniuk,3.38,-0.3818,neutral
222458,Rules,Cynthia Lord,3.96,0.0,neutral
8584686,Swamplandia!,Karen Russell,3.21,0.0,neutral
49353,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",Michael Connelly,4.21,0.0,neutral
2715,Salt: A World History,Mark Kurlansky,3.73,0.0,neutral
31173,Villette,"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre",3.75,0.0,neutral
10552338,Reamde,Neal Stephenson,3.96,0.0,neutral
34502,"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett,4.02,-0.5994,negative
14740588,"Notorious Nineteen (Stephanie Plum, #19)",Janet Evanovich,3.9,-0.4404,neutral
6117055,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,4.16,0.6369,positive
392297,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",Frank Miller,4.16,-0.6124,negative
356896,The Greatest Salesman in the World,Og Mandino,4.19,0.6369,positive
3758,"Casino Royale (James Bond, #1)",Ian Fleming,3.73,0.0,neutral
83144,"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.34,0.0,neutral
11346,Sula,Toni Morrison,3.86,0.0,neutral
17999892,"The Atlantis Gene (The Origin Mystery, #1)",A.G. Riddle,3.69,0.0,neutral
7148256,"The Red Queen (The Plantagenet and Tudor Novels, #3)",Philippa Gregory,3.74,0.0,neutral
6642402,"Something About You (FBI/US Attorney, #1)",Julie James,3.94,0.0,neutral
105552,Mr. Brown Can Moo! Can You?,Dr. Seuss,4.11,0.0,neutral
10607,"Black House (The Talisman, #2)","Stephen King, Peter Straub",3.99,0.0,neutral
15719,Marvel 1602,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",3.93,0.4215,neutral
26722,"Act of Treason (Mitch Rapp, #9)",Vince Flynn,4.28,-0.4404,neutral
13330761,The Dog Stars,Peter Heller,3.9,0.0,neutral
19494,The Spy Who Came In from the Cold,John le Carré,4.05,0.0,neutral
133664,"Academ's Fury (Codex Alera, #2)",Jim Butcher,4.27,-0.5719,negative
13162,"When the Wind Blows (When the Wind Blows, #1)",James Patterson,3.92,0.0,neutral
6443834,"1Q84 BOOK 1 (1Q84, #1)","Haruki Murakami, 村上 春樹",3.96,0.0,neutral
4004,The Pilgrimage,"Paulo Coelho, Alan R. Clarke",3.64,0.0,neutral
383028,"The Hard Way (Jack Reacher, #10)",Lee Child,4.14,-0.1027,neutral
231821,The Incredible Journey,Sheila Burnford,4.16,0.0,neutral
13529,March,Geraldine Brooks,3.73,0.0,neutral
13359067,"A Wanted Man (Jack Reacher, #17)","Lee Child, Dick Hill",4.0,-0.5106,negative
